City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,kununurra,-15.7667,128.7333,78.78,27,9,14.97,AU,1684376041
289,lubang,13.8584,120.124,84.42,74,98,4.83,PH,1684376042
290,bac lieu,9.285,105.7244,90.25,59,100,12.73,VN,1684376042
291,piti village,13.4626,144.6933,89.89,69,40,12.66,GU,1684376042
292,cartagena del chaira,1.3349,-74.8429,74.77,91,47,2.46,CO,1684376022
293,kuching,1.55,110.3333,91.13,71,20,3.44,MY,1684376042
294,tralee,52.2704,-9.7026,46.74,95,100,4.9,IE,1684376043
295,chamba,32.5667,76.1333,74.3,46,100,3.96,IN,1684376043
296,naze,28.3667,129.4833,69.08,95,100,24.61,JP,1684376043
297,rawson,-43.3002,-65.1023,53.56,56,98,9.95,AR,1684376043
298,fagersta,60.0042,15.7932,36.99,64,21,8.08,SE,1684376043
299,mlowo,-9.0,32.9833,57.54,94,10,2.62,TZ,1684376043
300,yorkton,51.2167,-102.4677,46.94,68,100,15.79,CA,1684376044
301,arroyo,41.6096,-4.7969,47.1,71,0,12.66,ES,1684376044
302,antsiranana,-12.2787,49.2917,76.78,83,89,5.48,MG,1684376044
303,belyy yar,53.6039,91.3903,42.69,70,75,6.71,RU,1684376044
304,flin flon,54.7682,-101.865,37.02,92,100,12.59,CA,1684376044
305,farafangana,-22.8167,47.8333,70.48,89,78,2.98,MG,1684376045
306,castillos,-34.1667,-53.8333,57.9,94,7,8.79,UY,1684376045
307,anadyr,64.75,177.4833,43.3,52,0,2.24,RU,1684376045
308,namtsy,62.7161,129.6658,47.89,53,94,12.26,RU,1684376045
309,ghadamis,30.1337,9.5007,74.44,14,0,13.09,LY,1684376045
310,fort st. john,56.2499,-120.8529,66.18,40,9,6.87,CA,1684376045
311,wellington,-41.2866,174.7756,59.05,76,100,13.8,NZ,1684375869
312,san carlos de bariloche,-41.1456,-71.3082,42.24,78,81,6.51,AR,1684376046
313,okhotsk,59.3833,143.3,33.76,100,100,9.04,RU,1684376046
314,porto seguro,-16.4497,-39.0647,75.72,73,0,5.75,BR,1684376046
315,monroe,43.1501,-77.6831,41.02,72,0,0.0,US,1684376046
316,batticaloa,7.7102,81.6924,81.95,80,54,2.42,LK,1684376047
317,barra de santo antonio,-9.4047,-35.5072,76.28,80,94,4.68,BR,1684376047
318,yandev,7.3667,9.05,74.28,86,100,5.32,NG,1684376047
319,old town,50.087,14.4202,47.75,76,0,5.75,CZ,1684376047
320,kiruna,67.8557,20.2251,32.92,86,100,12.66,SE,1684376047
321,yuli,9.6989,10.2744,79.09,74,100,6.82,NG,1684376048
322,revda,56.801,59.9303,47.52,51,2,7.58,RU,1684376048
323,rancho palos verdes,33.7445,-118.387,69.85,87,40,12.66,US,1684376048
324,ust'-ilimsk,58.0006,102.6619,36.36,99,100,4.14,RU,1684376048
325,quibala,-10.7337,14.98,59.13,84,16,2.39,AO,1684376048
326,vila franca do campo,37.7167,-25.4333,66.61,93,100,6.73,PT,1684376048
327,awjilah,29.1081,21.2869,67.39,32,0,7.09,LY,1684376049
328,island harbour,50.724,-1.2758,53.98,90,100,3.0,GB,1684376049
329,norderney,53.7,7.15,46.02,71,67,5.53,DE,1684376049
330,san juan,-31.5375,-68.5364,59.52,72,34,15.3,AR,1684376044
331,gwadar,25.1216,62.3254,83.37,86,0,3.98,PK,1684376049
332,bardai,11.65,7.2333,74.43,77,100,15.66,NG,1684376050
333,fuling,29.7022,107.3919,74.17,86,97,4.47,CN,1684376050
334,riberalta,-10.9833,-66.1,75.29,84,50,2.42,BO,1684376050
335,hadibu,12.65,54.0333,85.12,75,31,7.56,YE,1684376050
336,lubao,14.9167,120.55,90.59,60,98,2.06,PH,1684376050
337,zaozersk,69.4005,32.4476,38.89,95,100,18.01,RU,1684376050
338,oyem,1.5995,11.5793,68.95,98,100,1.99,GA,1684376051
339,dudinka,69.4058,86.1778,29.62,94,100,12.48,RU,1684376051
340,la passe,45.5549,-0.8967,50.99,86,5,10.78,FR,1684376051
341,corredor,8.64,-82.946,78.46,94,88,2.51,CR,1684376051
342,corbii mari,44.55,25.5,57.18,63,100,4.85,RO,1684376051
343,higuera de zaragoza,25.95,-109.2833,75.13,72,100,9.91,MX,1684376052
344,ocean shores,46.9737,-124.1563,64.4,90,0,12.66,US,1684376052
345,ust-nera,64.5667,143.2,41.97,84,99,4.65,RU,1684376052
346,melekeok village,7.4957,134.6367,82.96,78,75,8.05,PW,1684376052
347,ataq,14.5377,46.8319,72.48,65,3,8.37,YE,1684376052
348,viedma,-40.8135,-62.9967,57.78,69,100,7.0,AR,1684376053
349,muscat,23.6139,58.5922,95.02,53,0,5.7,OM,1684376053
350,nova sintra,14.8667,-24.7167,69.04,78,100,15.03,CV,1684376053
351,portland,45.5234,-122.6762,87.84,41,0,1.99,US,1684375526
352,dongfeng,42.6403,125.5118,64.08,44,0,5.39,CN,1684376053
353,arkalyk,50.2486,66.9114,56.91,76,100,9.19,KZ,1684376053
354,mana,5.6592,-53.7767,77.0,92,100,5.48,GF,1684376054
355,dorado,18.4588,-66.2677,81.97,90,52,1.99,PR,1684376054
356,sukumo,32.9333,132.7333,69.85,76,100,6.67,JP,1684376054
357,moyale,3.5167,39.0584,63.19,91,12,4.05,KE,1684376054
358,lakatoro,-16.0999,167.4164,83.01,78,38,1.61,VU,1684376055
359,tamanrasset,22.785,5.5228,73.31,10,0,4.61,DZ,1684376055
360,novodvinsk,64.4165,40.8122,57.81,73,100,4.85,RU,1684376055
361,lagos,6.5833,3.75,79.16,91,100,2.59,NG,1684375859
362,nova vicosa,-17.8919,-39.3719,74.41,73,73,9.98,BR,1684376044
363,la serena,-29.9078,-71.2542,58.51,72,0,2.3,CL,1684376055
364,wynyard,-41.0,145.7167,53.58,59,62,6.58,AU,1684376056
365,imbituba,-28.24,-48.6703,61.41,87,17,6.71,BR,1684376056
366,derbent,42.0678,48.2899,58.08,60,0,7.92,RU,1684376056
367,gandajika,-6.75,23.95,70.56,74,63,1.01,CD,1684376056
368,eyl,7.9803,49.8164,81.12,84,35,16.62,SO,1684376056
369,manokwari,-0.8667,134.0833,84.16,73,79,4.41,ID,1684375831
370,vadso,70.0744,29.7487,38.28,87,100,13.8,NO,1684376057
371,argostolion,38.1811,20.489,59.77,82,1,3.74,GR,1684376057
372,i-n-salah,27.1935,2.4607,82.22,12,3,5.61,DZ,1684376057
373,darovskoy,58.77,47.9564,55.9,64,5,2.91,RU,1684376057
374,el porvenir,13.7617,-87.3458,81.73,79,49,2.51,HN,1684376057
375,planaltina,-15.4528,-47.6142,63.07,53,0,3.91,BR,1684376058
376,nicoya,10.1483,-85.452,82.4,76,28,3.31,CR,1684375846
377,ketchikan,55.3422,-131.6461,75.67,33,0,8.05,US,1684375884
378,makokou,0.5738,12.8642,70.79,98,100,0.85,GA,1684376058
379,iskateley,67.6803,53.1512,54.36,73,100,10.87,RU,1684376058
380,dong ha,16.8163,107.1003,94.69,41,26,13.58,VN,1684376058
381,thunder bay,48.4001,-89.3168,37.31,70,75,6.91,CA,1684376059
382,al mawsil al jadidah,36.3346,43.0978,72.32,24,43,9.28,IQ,1684376059
383,tinajo,29.0788,-13.7081,65.28,77,75,14.97,ES,1684376059
384,chesapeake,36.819,-76.2749,62.98,79,75,10.36,US,1684375222
385,mata-utu,-13.2816,-176.1745,83.84,77,83,11.01,WF,1684376059
386,tulun,54.5611,100.5792,43.41,38,32,10.18,RU,1684376060
387,buala,-8.145,159.5921,84.11,79,100,4.0,SB,1684376060
388,porto cristo,39.5395,3.333,63.32,62,100,22.82,ES,1684376060
389,egilsstadir,65.2653,-14.3948,42.71,87,0,2.3,IS,1684376060
390,pierre,44.3683,-100.351,64.85,63,100,18.41,US,1684375755
391,as saffaniyah,27.9708,48.73,81.5,53,61,4.05,SA,1684376060
392,didymoteicho,41.3481,26.4961,54.46,92,100,12.03,GR,1684376061
393,sitka,57.0531,-135.33,60.69,59,0,0.0,US,1684376061
394,khenchela,35.4358,7.1433,54.12,76,98,6.13,DZ,1684376061
395,altai,46.3722,96.2583,43.3,40,1,11.97,MN,1684376061
396,watampone,-4.5386,120.3279,81.57,80,99,6.58,ID,1684376062
397,fuyu,45.1833,124.8167,72.0,15,0,7.27,CN,1684376062
398,iron river,46.0927,-88.6423,50.76,61,99,8.97,US,1684375885
399,ilha de mocambique,-15.0342,40.7358,76.37,78,38,3.62,MZ,1684376062
400,tvoroyri,61.5556,-6.8111,48.09,90,100,9.06,FO,1684376062
401,ornskoldsvik,63.2909,18.7153,41.95,87,100,20.71,SE,1684376063
402,kharan,28.5833,65.4167,81.52,17,0,7.9,PK,1684376063
403,port shepstone,-30.7414,30.455,65.82,78,97,4.45,ZA,1684376063
404,selfoss,63.9331,-20.9971,46.85,86,100,7.9,IS,1684376063
405,menzelinsk,55.7271,53.1026,51.96,60,0,7.45,RU,1684376063
406,smithers,54.7804,-127.1743,82.65,32,75,2.73,CA,1684375790
407,sao joao da barra,-21.6403,-41.0511,67.91,77,37,12.91,BR,1684376064
408,codrington,-38.2667,141.9667,56.52,61,60,8.23,AU,1684376064
409,vinukonda,16.05,79.75,87.87,68,49,7.78,IN,1684376064
410,sikeston,36.8767,-89.5879,71.53,56,0,4.61,US,1684375796
411,fortuna,40.5982,-124.1573,58.93,92,100,10.36,US,1684376064
412,vilyuysk,63.7553,121.6247,39.51,59,98,8.5,RU,1684376065
413,padang,-0.9492,100.3543,80.65,75,99,1.61,ID,1684376065
414,san martin,-33.081,-68.4681,61.34,72,29,10.76,AR,1684376065
415,liwonde,-15.0506,35.2035,62.13,80,18,2.98,MW,1684376065
416,labrador city,52.9463,-66.9114,29.48,59,97,8.05,CA,1684376065
417,zhangjiakou shi xuanhua qu,40.6103,115.0447,69.89,18,0,3.06,CN,1684376065
418,carauari,-4.8828,-66.8958,75.38,98,100,0.74,BR,1684376066
419,moose jaw,50.4001,-105.5344,53.96,49,9,14.74,CA,1684376066
420,ormara,25.2088,64.6357,82.22,88,3,6.78,PK,1684376066
421,kasongo-lunda,-6.4667,16.8167,73.02,84,100,3.31,CD,1684376066
422,chenaran,36.6455,59.1212,56.61,55,32,0.58,IR,1684376066
423,mahina,-17.5065,-149.489,85.77,66,20,3.44,PF,1684376066
424,cherdyn',60.403,56.4787,54.95,63,15,5.53,RU,1684376067
425,saint-christol-les-ales,44.0833,4.0833,56.71,58,100,6.89,FR,1684376067
426,wanlaweyn,2.6185,44.8938,75.36,93,64,7.92,SO,1684376067
427,bandar lampung,-5.4254,105.258,79.74,84,91,1.63,ID,1684376067
428,howard springs,-12.497,131.047,84.81,38,15,10.56,AU,1684376067
429,myitkyina,25.3833,97.4,82.45,63,9,1.3,MM,1684376068
430,mumbwa,-14.9783,27.0619,58.42,66,1,5.44,ZM,1684376068
431,port douglas,-16.4833,145.4667,76.82,70,63,11.27,AU,1684376068
432,yuzhno-kurilsk,44.0306,145.8556,48.74,84,100,9.06,RU,1684376068
433,alvaraes,-3.2208,-64.8042,74.8,99,98,1.32,BR,1684376068
434,saint-denis,48.9167,2.3333,49.78,79,0,9.22,FR,1684376069
435,kota belud,6.351,116.4305,87.35,66,60,6.46,MY,1684376069
436,kavaratti,10.5669,72.642,85.24,68,81,10.94,IN,1684376069
437,adrar,20.5022,-10.0711,82.53,24,3,13.47,MR,1684376069
438,glace bay,46.1969,-59.957,39.78,87,66,7.0,CA,1684376069
439,abepura,-2.6333,140.5833,86.81,62,20,4.61,ID,1684376070
440,tingo maria,-9.2895,-76.0088,70.34,90,90,2.44,PE,1684376070
441,puerto aysen,-45.4,-72.7,44.56,95,96,5.41,CL,1684376070
442,tromso,69.6496,18.957,37.42,70,100,12.66,NO,1684376070
443,port hedland,-20.3167,118.5667,78.85,25,75,23.02,AU,1684376070
444,boone,39.0334,-92.3335,73.65,65,90,8.97,US,1684376070
445,sinan,34.8262,126.1086,58.35,91,100,19.37,KR,1684376071
446,arbelaez,4.2725,-74.4151,66.43,82,100,4.23,CO,1684376071
447,usinsk,65.9939,57.5281,51.93,78,100,17.87,RU,1684376071
448,pampa del indio,-26.0647,-59.919,61.72,70,0,5.64,AR,1684376071
449,praia da vitoria,38.7333,-27.0667,65.75,87,99,9.73,PT,1684376071
450,kongsvinger,60.1905,11.9977,34.47,44,8,1.83,NO,1684376072
451,antofagasta,-23.65,-70.4,63.68,76,8,5.86,CL,1684376072
452,kenai,60.5544,-151.2583,48.29,66,20,13.8,US,1684376072
453,bembereke,10.2283,2.6634,73.2,87,100,15.79,BJ,1684376072
454,usogorsk,63.4106,48.6872,58.44,62,100,5.19,RU,1684376072
455,slave lake,55.2834,-114.769,62.58,39,0,9.22,CA,1684376072
456,barabai,-2.5833,115.3833,84.61,76,34,1.39,ID,1684376073
457,touba,8.2833,-7.6833,72.95,90,97,4.29,CI,1684376073
458,nacozari de garcia,30.3742,-109.6908,76.87,26,100,15.61,MX,1684376073
459,eureka,40.8021,-124.1637,59.2,89,94,3.0,US,1684376007
460,tobruk,32.0836,23.9764,64.08,67,4,9.57,LY,1684376073
461,tucurui,-3.7661,-49.6725,74.91,97,66,2.55,BR,1684376073
462,ostrovskoye,57.8057,42.2433,53.06,77,5,3.85,RU,1684376074
463,jalalabad,34.4265,70.4515,73.06,53,59,2.06,AF,1684376074
464,mizque,-17.941,-65.3402,60.08,74,24,3.94,BO,1684376074
465,chepo,9.1667,-79.1,83.01,91,24,6.51,PA,1684376074
466,dubnany,48.9169,17.09,48.67,87,100,14.85,CZ,1684376074
467,fisterra,42.9049,-9.2629,58.01,60,3,21.32,ES,1684376075
468,jashpurnagar,22.9,84.15,89.19,18,0,2.77,IN,1684376075
469,al marj,32.488,20.8317,57.16,65,25,2.91,LY,1684376075
470,minab,27.1467,57.0801,83.17,43,4,3.33,IR,1684376075
471,dryden,49.7833,-92.7503,55.69,67,100,8.05,CA,1684376075
472,reggane,26.7158,0.1714,83.61,18,53,9.26,DZ,1684376075
473,rovaniemi,66.5,25.7167,45.81,100,75,4.61,FI,1684376076
474,sao simao,-21.4792,-47.5508,57.65,86,7,3.27,BR,1684376076
475,guarapari,-20.6667,-40.4975,70.9,85,61,11.59,BR,1684376039
476,saint-leu,-21.15,55.2833,74.95,90,2,3.83,RE,1684376076
477,samraong,12.4526,105.5873,93.02,52,95,1.81,KH,1684376077
478,cabedelo,-6.9811,-34.8339,75.87,85,46,8.9,BR,1684376077
479,joal-fadiout,14.1667,-16.8333,75.4,68,52,11.86,SN,1684376077
480,chililabombwe,-12.3648,27.8229,56.97,77,13,4.03,ZM,1684376077
481,plettenberg bay,-34.0527,23.3716,56.05,88,100,8.03,ZA,1684376077
482,arica,-18.475,-70.3042,68.23,73,100,0.0,CL,1684375822
483,mimoso do sul,-21.0642,-41.3664,63.72,90,53,0.65,BR,1684375822
484,markaz-e hukumat-e darweshan,31.1323,64.1934,75.47,14,0,2.57,AF,1684375877
485,ende,-8.8432,121.6623,83.46,66,15,3.4,ID,1684376078
486,pangody,65.85,74.4859,35.33,82,100,12.62,RU,1684376078
487,el calafate,-50.3408,-72.2768,41.0,84,100,13.0,AR,1684376078
488,taulaga,-11.0553,-171.0883,81.99,77,100,6.51,AS,1684376079
489,khorugh,37.4897,71.553,51.21,88,100,3.71,TJ,1684376079
490,kuala belait,4.5833,114.1833,86.02,67,73,4.29,BN,1684376079
491,vuktyl,63.8567,57.3094,54.88,69,91,8.25,RU,1684376079
492,lepsy,46.235,78.9456,59.95,39,14,25.43,KZ,1684376079
493,vila velha,-20.3297,-40.2925,70.95,79,0,6.91,BR,1684376079
494,polyarnyy,69.1989,33.4478,39.99,97,100,13.2,RU,1684376080
495,yartsevo,55.0667,32.6964,57.94,90,100,7.02,RU,1684376080
496,dalai,45.5,124.3,72.37,12,0,6.98,CN,1684376080
497,kolonia town,6.964,158.206,84.31,84,100,9.22,FM,1684376080
498,guiuan,11.0333,125.7247,84.54,69,100,5.01,PH,1684376080
499,anloga,5.7947,0.8973,83.07,79,94,9.57,GH,1684376080
500,anar darah,32.7587,61.654,69.48,21,14,2.39,AF,1684376081
501,hobyo,5.3505,48.5268,80.91,86,8,17.92,SO,1684376081
502,chipinge,-20.1883,32.6236,61.84,69,69,2.91,ZW,1684376081
503,takoradi,4.8845,-1.7554,80.53,83,99,5.99,GH,1684376081
504,kupang,-10.1667,123.5833,86.58,66,20,14.97,ID,1684376081
505,kill devil hills,36.0307,-75.676,62.98,78,0,13.8,US,1684376082
506,saint-philippe,-21.3585,55.7679,74.79,80,5,2.19,RE,1684376082
507,kristiansund,63.1115,7.732,38.05,93,100,3.44,NO,1684376082
508,dowlatabad,32.7998,51.6955,46.08,27,0,0.0,IR,1684376082
509,firuzabad,28.8438,52.5707,65.89,18,55,4.99,IR,1684376082
510,semnan,35.5729,53.3971,63.34,22,98,1.74,IR,1684376082
511,datca,36.7378,27.6842,63.25,82,20,8.63,TR,1684376083
512,belmonte,-15.8631,-38.8828,74.75,79,98,9.24,BR,1684376083
513,el granada,37.5027,-122.4694,69.89,78,100,21.85,US,1684376083
514,malango,-2.9627,119.9001,78.08,74,88,2.42,ID,1684376083
515,grand baie,-20.0182,57.5802,73.45,84,2,1.01,MU,1684376083
516,antalaha,-14.9003,50.2788,75.15,86,79,2.04,MG,1684376084
517,dzuunharaa,48.8523,106.4579,59.16,33,84,6.44,MN,1684376084
518,umea,63.8284,20.2597,40.93,87,100,17.27,SE,1684376084
519,sooke,48.3746,-123.7276,74.57,59,47,6.85,CA,1684376084
520,muynoq,43.7683,59.0214,56.7,73,99,17.34,UZ,1684376084
521,yeppoon,-23.1333,150.7333,74.98,42,1,5.61,AU,1684376085
522,tinghir,31.5157,-5.5343,56.35,49,38,5.93,MA,1684376085
523,neiafu,-18.65,-173.9833,81.28,69,40,12.66,TO,1684376085
524,kralendijk,12.15,-68.2667,80.58,83,20,12.66,BQ,1684375977
525,mokhsogollokh,61.4681,128.9203,48.88,49,100,7.49,RU,1684376085
526,andkhoy,36.9529,65.1238,64.6,42,0,8.25,AF,1684376086
527,barretos,-20.5572,-48.5678,56.7,71,0,6.96,BR,1684376086
528,waddan,29.1614,16.139,66.69,39,77,11.77,LY,1684376086
529,bata,1.8639,9.7658,79.2,86,99,1.95,GQ,1684376086
530,puerto lempira,15.2667,-83.7667,80.6,83,9,6.6,HN,1684376086
531,tsushima,35.1667,136.7167,86.16,43,99,4.12,JP,1684376087
532,mont-dore,-22.2833,166.5833,80.01,99,80,10.74,NC,1684376087
533,akureyri,65.6835,-18.0878,47.46,77,98,4.07,IS,1684376087
534,pedregal,8.3667,-82.4333,80.69,94,20,2.3,PA,1684376087
535,palu,-0.8917,119.8707,89.2,59,100,1.36,ID,1684376087
536,campos altos,-19.6961,-46.1714,53.22,74,0,2.46,BR,1684376087
537,kariba,-16.5167,28.8,62.04,66,12,4.07,ZW,1684376088
538,nainpur,22.4333,80.1167,93.38,24,48,7.0,IN,1684376088
539,port saint john's,-31.6229,29.5448,63.95,76,56,5.5,ZA,1684376088
540,lata,40.1629,-8.3327,64.08,38,14,9.82,PT,1684376088
541,manistee,44.2445,-86.3242,47.05,77,0,0.0,US,1684376088
542,cannonvale,-20.2833,148.7,70.99,46,19,11.7,AU,1684376088
543,elliot lake,46.3834,-82.6331,33.17,71,60,4.18,CA,1684376089
544,hingoli,19.7167,77.15,91.11,25,0,16.35,IN,1684376089
545,urangan,-25.3,152.9,73.2,53,0,4.76,AU,1684376089
546,amga,60.8953,131.9608,41.92,81,100,6.82,RU,1684376089
547,west bay,19.3667,-81.4167,81.0,86,1,4.52,KY,1684376089
548,el rama,12.1596,-84.2195,78.48,86,5,5.46,NI,1684376090
549,melfort,52.8667,-104.6177,44.73,61,100,11.5,CA,1684376090
550,kingscliff,-28.2667,153.5667,72.73,49,0,12.66,AU,1684376090
551,puerto baquerizo moreno,-0.9,-89.6,78.62,82,100,12.3,EC,1684376090
552,midvagur,62.0511,-7.1939,45.43,100,100,4.61,FO,1684376090
553,cascais,38.6979,-9.4215,67.35,51,0,5.01,PT,1684376072
554,dalnegorsk,44.5604,135.5701,62.47,52,100,4.18,RU,1684376091
555,truth or consequences,33.1284,-107.2528,70.16,55,40,8.05,US,1684376091
556,springbok,-29.6643,17.8865,43.12,92,67,2.37,ZA,1684376091
557,oroqen zizhiqi,50.5667,123.7167,64.06,28,94,3.78,CN,1684376091
558,tailai,46.3833,123.4,72.93,10,0,8.77,CN,1684376091
559,iwanai,42.9744,140.5089,69.73,57,99,5.97,JP,1684376092
560,luderitz,-26.6481,15.1594,51.82,88,3,12.82,NA,1684376092
561,tabou,4.423,-7.3528,79.47,84,95,7.56,CI,1684376092
562,grand falls-windsor,48.9332,-55.6649,37.51,93,100,4.0,CA,1684376092
563,manggar,-2.8833,108.2667,84.94,72,58,8.43,ID,1684376092
564,peru,40.7537,-86.0689,57.42,50,0,6.91,US,1684376093
565,dikhil,11.5,42.1667,80.38,72,51,9.08,DJ,1684376093
566,puerto armuelles,8.2833,-82.8667,80.58,85,64,6.13,PA,1684376093
567,chiredzi,-21.05,31.6667,65.95,84,100,5.14,ZW,1684376093
568,szeged,46.253,20.1482,53.62,96,100,2.68,HU,1684376093
569,jilin,43.0,126.0,64.53,46,0,2.77,CN,1684376094
570,khandyga,62.6667,135.6,44.71,65,100,10.11,RU,1684376094
571,caiaponia,-16.9567,-51.8103,61.3,57,0,3.56,BR,1684376094
572,novo aripuana,-5.1206,-60.3797,75.15,98,100,1.72,BR,1684376094
573,fort-shevchenko,44.5086,50.263,62.76,74,100,19.3,KZ,1684376094
574,kourou,5.1552,-52.6478,75.25,93,100,6.17,GF,1684376094
575,handia,25.3833,82.1833,93.99,14,54,1.39,IN,1684376095
576,comodoro rivadavia,-45.8667,-67.5,51.66,35,0,5.75,AR,1684376095
577,severo-yeniseyskiy,60.3725,93.0408,35.69,86,10,7.11,RU,1684376095
